job_url;job_name;job_company;job_technologies_stack;job_description;publication_date;workplace_location;has_been_updated;salary_lower_bound;salary_upper_bound;cutoff_date
https://www.tecnoempleo.com/desarrollador-aso-apx-remoto/aso-apx-java/rf-c3b818c732f87309c548;Desarrollador/a ASO/APX;Serem;['ASO', 'APX', 'Java'];Buscas nuevas oportunidades?En SEREM estamos comprometidos con diversos proyectos y queremos contar con los mejores profesionales del sector. Nos encontramos en búsqueda ...;07/09/2024;remoto;Actualizada;;;2024-09-07
https://www.tecnoempleo.com/consultor-calypso-presencial/calypso-java-sql-oracle/rf-faca1fe932eba3270344;Consultor Calypso;Krell Consulting & Training;['Calypso', 'java', 'sql'];Estamos buscando profesionales con experiencia en la herramienta Calypso para unirse a nuestros equipos en Madrid.Buscamos tecnólogos proactivos, con experiencia en ...;07/09/2024;;Actualizada;;;2024-09-07
https://www.tecnoempleo.com/ingeniero-software-fullstack-senior-valladolid/net-html-css/rf-06f01b62c2bfb3fcab44;Ingeniero/a de Software Fullstack Senior;GMV;['NET', 'HTML', 'CSS'];"Si ves que tu futuro va a ir sobre ruedas …. ¡Tu sitio está con nosotros!Estamos ampliandonuestros equipo dentro de Área de Producto, buscamos un/a Ingeniero/a de ...";07/09/2024;;Actualizada;;;2024-09-07
https://www.tecnoempleo.com/ingeniero-ciberseguridad-hibrido/ciberseguridad-iso-27001-sgsi/rf-cce91cfac2f73390024c;Ingeniero/a de ciberseguridad;GMV;['ciberseguridad', 'ISO 27001', 'SGSI'];Si crees que la ciberseguridad va más allá del pentesting... ¡Tu sitio está en GMV!Estamos ampliandonuestro equipo de 🔐 ciberseguridad para participar en proyectos...;07/09/2024;Híbrido;Actualizada;;;2024-09-07
https://www.tecnoempleo.com/ingeniero-software-net-hibrido/net-c-net-core/rf-83061f8562f36307d449;Ingeniero/a de software .Net;GMV;['Net', 'C#', 'NET Core'];Si ves que tu futuro va a ir sobre ruedas .... ¡Tu sitio está con nosotros!Estamos ampliandonuestro equipo de software dentro del área de desarrollo de nuevos productos. ...;07/09/2024;Híbrido;Actualizada;;;2024-09-07
https://www.tecnoempleo.com/consultor-funcional-senior-erp-netsuit-remoto/c-net-cad-rest-bi-ios-lan/rf-52a01abec26e1361db49;Consultor Funcional (senior) ERP NETSUIT;Serem;['c', 'net', 'cad'];En serem estamos comprometidos con diversos proyectos y queremos contar con los mejores profesionales del sector.Actualmente, nos encontramos en la búsqueda de un/a ...;07/09/2024;remoto;Actualizada;;;2024-09-07
https://www.tecnoempleo.com/arquitecte-tecnic-delineant-presencial/autocad-3d-4d/rf-5e851b1ba21b13662a4e;Arquitecte Tècnic / Delineant;AISLATER;['AutoCad', '3D', '4D'];.-Realitzar estudi, càlculs, confecció de pressupostos, i seguiments del projectes..-Organització i seguiment de les diferents obres..-Realitzar funcions variades com cà...;07/09/2024;;Actualizada;;;2024-09-07
https://www.tecnoempleo.com/fullstack-developer-hibrido/java-sql-javascript-azure-c-react-net-agile/rf-728b1371623bd32f2149;Fullstack Developer;Omada;['java', 'sql', 'javascript'];Join our dynamic cross-functional team in the vibrant city of Alicante and help us make our Cybersecurity product even better! You’ll get to work with cool people from ...;07/09/2024;Híbrido;Actualizada;;;2024-09-07
https://www.tecnoempleo.com/senior-it-network-engineer-barcelona/checkpoint-fortigate-windows-linux-as/rf-8eae110b324733d88645;Senior IT Network Engineer;Comgent;['checkpoint', 'fortigate', 'windows'];We are seeking a highly skilled and experienced Senior IT Network Engineer to join our client´s European IT team. The candidate will have extensive experience in as many ...;07/09/2024;;Actualizada;;;2024-09-07
https://www.tecnoempleo.com/consultor-sistemas-linux-ldap-teletrabajo-remoto/redhat-linux-ldap-odsee/rf-d27d1bd3929753ce5346;Consultor/a Sistemas Linux. LDAP. Teletrabajo;Grupo NS;['REDHAT', 'LINUX', 'ldap'];En Gurpo NS seleccionamos un Arquitecto/a - Consultor/a con experiencia sólida y contrastada de 5 años en Linux y LDAP, para importante proyecto en modalidad remota. Grupo...;06/09/2024;remoto;;;;2024-09-07
https://www.tecnoempleo.com/practicas-privacidad-seguridad-hibrido/iso-nist-gdpr/rf-f2dd12c9a206139c8347;Prácticas: privacidad y seguridad;GMV;['ISO', 'NIST', 'GDPR'];Todos queremos ser Batman... pero sabemos que no habría llegado tan lejos sin Robin. Si quierescomenzar tu carrera profesional siendo el escudero de un equipo de élite, ¡...;06/09/2024;Híbrido;;;;2024-09-07
https://www.tecnoempleo.com/programador-java-conocimientos-shell-remoto/java-shellscript/rf-98c31a44e26b03dad442;Programador/a JAVA. Conocimientos SHELL;Digital Talent Agency;['java', 'shellscript'];En DTA buscamos incorporación un perfil de PROGRAMADOR/A JAVA con al menos 3 años de experiencia. ¿QUÉ NECESITAMOS DE TI? - Al menos 3 años de experiencia en ...;06/09/2024;remoto;;24000;30000;2024-09-07
https://www.tecnoempleo.com/arquitecto-software-hibrido/java-spring/rf-69ae1e3342c283d38a4d;Arquitecto de Software;LÃBERIT;['Java', 'Spring'];¡Únete a Nuestro Equipo como Arquitecto/a Software!LABERIT en constante crecimiento y pionera en soluciones tecnológicas, está en la búsqueda de un/a Arquitecto/a ...;06/09/2024;Híbrido;;;;2024-09-07
https://www.tecnoempleo.com/administrador-openshift-madrid/openshift/rf-25861c9952c843df3147;Administrador/a de Openshift;CMV Consultores;['openshift'];Si buscas un proyecto ambicioso, para poder desarrollarte profesionalmente, ¡Únete a nosotros!En CMV Consultores, seleccionamos a 1 Administrador/a de Openshift, para ...;06/09/2024;;;39000;45000;2024-09-07
https://www.tecnoempleo.com/programador-en-pl1-db2-mainframe-hibrido/pl1-db2-jcl-sql/rf-61f51aba423ec3a7464b;Programador/a en PL1/DB2 - Mainframe;Serem;['PL1', 'DB2', 'JCL'];En serem estamos comprometidos con diversos proyectos y queremos contar con los mejores profesionales del sector.Actualmente, nos encontramos en la búsqueda de un/a ...;06/09/2024;Híbrido;;21000;24000;2024-09-07
https://www.tecnoempleo.com/desarrollador-c-hibrido/c-linux-jira-git-clear-case/rf-12ef16e19251a3247241;Desarrollador/a C++;Grupo NS;['C++', 'LINUX', 'JIRA'];En GRUPO NS estamos seleccionando, para los distintos proyectos que tenemos ubicados en Barcelona, Desarrolladores con experiencia en C++,  GIT, Jira, Java, la modalidad de ...;06/09/2024;Híbrido;;;;2024-09-07
https://www.tecnoempleo.com/administrador-sccm-modalidad-hibrida-hibrido/sccm-windows/rf-6cc71e95625e93c38f4a;Administrador/a SCCM (Modalidad hibrida);PSS;['sccm', 'windows'];¿Te gustaría unirte a un departamento formado por personas apasionadas por el mundo de la tecnología? ¿Eres un experto en asumir nuevos retos, y seguir formándote en tu ...;06/09/2024;Híbrido;;33000;36000;2024-09-07
https://www.tecnoempleo.com/business-consultant-ion-hibrido/cib-dtc/rf-1bb419eab2fb531a6742;Business Consultant ION;CAS TRAINING;['CIB', 'DTC'];Cas Training, empresa de referencia con más de 20 años en consultoría tecnológica, outsourcing y formación especializada, selecciona a Business Consultant ION para un ...;06/09/2024;Híbrido;;39000;42000;2024-09-07
https://www.tecnoempleo.com/tecnico-redes-mision-critica-hibrido/5g-mcptx-tetra-tetrapol/rf-de5c1fc352dbc31d474c;Técnico/a de Redes de Misión Crítica;CAS TRAINING;['5G', 'MCPTX', 'TETRA'];Cas Training, empresa de referencia con más de 20 años en consultoría tecnológica, outsourcing y formación especializada, selecciona a un/a Técnico/a de Redes de Misión...;06/09/2024;Híbrido;;21000;30000;2024-09-07
https://www.tecnoempleo.com/desarrollador-ra-full-stack-remoto/java-sql-kafka-devops-aws-scala/rf-068c1a4ae23ee38e614c;Desarrollador/ra Full Stack;CAS TRAINING;['Java', 'SQL', 'Kafka'];Cas Training, empresa de referencia, está especializada en ofrecer soluciones de Formación y servicios de Consultoría y Outsourcing de profesionales en el ámbito de las ...;06/09/2024;remoto;;36000;39000;2024-09-07
https://www.tecnoempleo.com/analista-datos-hibrido/sql-sap-bo-penthao-oracle-data-etl-microsoft-cad-it/rf-070a1ec922ac4338c648;Analista de Datos;CAS TRAINING;['sql', 'sap bo', 'penthao'];Técnico de data / consultor con nivel medio de Catalán, que realizará las siguientes tareas y funciones: Análisis de datos, extracciones y carga a universos de SAP BOAn...;06/09/2024;Híbrido;;;;2024-09-07
https://www.tecnoempleo.com/service-manager-host-remoto/host-cobol-db2-jcls-ims/rf-1efa1505b25d73d42249;Service Manager Host;CAS TRAINING;['Host', 'Cobol', 'DB2'];Service Manager con experiencia en Mantenimiento Correctivo. Areas Legacy. No Financiero y Almacén. Con experiencia en control de incidencias priorizadas, control ...;06/09/2024;remoto;;;;2024-09-07
https://www.tecnoempleo.com/analista-datos-junior-hibrido/sql-power-bi-excel-microsoft/rf-bd441ecb123ce3b79b48;Analista de Datos Junior;CAS TRAINING;['SQL', 'power bi', 'excel'];Perfil para Ventas - Analista. Perfil para sacar datos de sistemas (uso de sql) que extrae y analiza datos de ventas de clientes. Manejo alto de excell y Power BI. Maneja ...;06/09/2024;Híbrido;;;;2024-09-07
https://www.tecnoempleo.com/desarrollador-ra-full-stack-remoto/java-javascript-angular-git/rf-b180131732e233988b49;Desarrollador/ra Full Stack;CAS TRAINING;['Java', 'Javascript', 'Angular'];Cas Training, empresa de referencia, está especializada en ofrecer soluciones de Formación y servicios de Consultoría y Outsourcing de profesionales en el ámbito de las ...;06/09/2024;remoto;;45000;48000;2024-09-07
https://www.tecnoempleo.com/ingeniero-devsecops-100-remoto-remoto/scala-aws-control-m-hadoop-spark-kaf/rf-f2741d6ef289236d664d;Ingeniero/a DevSecOps (100% Remoto);CAS TRAINING;['Scala', 'AWS', 'Control M'];Cas Training, empresa de referencia con más de 20 años en consultoría tecnológica, outsourcing y formación especializada, selecciona a un/a Ingeniero/a DevSecOps para un ...;06/09/2024;remoto;;33000;42000;2024-09-07
https://www.tecnoempleo.com/desarrollador-rpg-400-gran-bilbao-presencial/rpg-400-db2-transact-sql/rf-c87d183972d083da7146;Desarrollador/a RPG AS/400. Gran Bilbao;ECNA;['RPG', 'AS/400 DB2', 'Transact SQL'];EL PROYECTOTe incorporarás, como parte de un equipo de Desarrolladores/as RPG sobre AS/400, en las instalaciones de un cliente referente en el sector industrial, situadas en...;06/09/2024;;;;;2024-09-07
https://www.tecnoempleo.com/project-manager-electricidad-hibrido/autocad-revit-presto/rf-d3a9166f92205346e149;Project Manager Electricidad;Digital Talent Agency;['AutoCAD', 'Revit', 'Presto'];DescripciónProject Manager Electricidad A CORUÑA - MADRID¿Eres un apasionado de la electricidad y la gestión de proyectos? ¿Te gustaría llevar tu carrera a un nuevo ...;06/09/2024;Híbrido;;;;2024-09-07
https://www.tecnoempleo.com/it-project-manager-hibrido/pmp/rf-9d1118f3a20d83f83b4f;IT Project Manager;Serem;['PMP'];En serem estamos comprometidos con diversos proyectos y queremos contar con los mejores profesionales del sector.Actualmente, nos encontramos en la búsqueda de un IT ...;06/09/2024;Híbrido;;42000;48000;2024-09-07
